,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,BedroomRatio,AvgRoomSize,GarageScore,OverallScore,ExterScore,BsmtScore1,BsmtScore2,KitchenScore,FireplaceScore,PoolScore,BsmtFin1Score,BsmtFin2Score,TotFlrSF,TotBath,TotBsmtBath,TotCombBath,TotSF
301,60,RL,66.0,16226,2,0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,281,1,0,747,1028,GasA,5,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4,9,8,1,3,BuiltIn,1998.0,3,2,683,3,3,2,208,50,0,0,0,0,0,0,none,0,5,2007,WD,Normal,12.495007682693725,0.4444444444444444,272.44444444444446,9,40,12,12,12,4,3,0,1686,1686,2452,2.5,0.0,2.5,3480
302,20,RL,118.0,13704,2,0,3,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4,3,1,1,0,1,0,1541,1541,GasA,5,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,6,8,1,3,Attchd,2001.0,2,3,843,3,3,2,468,81,0,0,0,0,0,0,none,0,1,2006,WD,Normal,12.230770136157428,0.5,256.8333333333333,9,35,12,12,12,4,3,0,0,0,1541,2.0,0.0,2.0,3082
303,20,RL,70.0,9800,2,0,4,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,5,894,1,0,0,894,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,8,0,0,Attchd,1975.0,1,2,552,3,3,2,256,0,0,0,0,0,0,2,none,0,7,2006,WD,Abnorml,11.917730355182513,0.6,178.8,9,35,9,9,9,3,0,0,4470,4470,894,1.0,1.0,2.0,1788
304,75,RM,87.0,18386,2,0,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,1470,1470,GasA,5,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,4,10,8,1,5,Attchd,2003.0,1,3,870,3,3,2,302,0,0,0,0,0,0,0,none,0,5,2008,WD,Normal,12.59473402514672,0.3,349.3,9,63,9,9,9,4,5,0,0,0,3493,3.0,0.0,3.0,4963
305,20,RL,80.0,10386,2,0,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4,3,PConc,4,3,1,6,1464,1,0,536,2000,GasA,5,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,4,8,8,0,0,Attchd,2004.0,3,3,888,3,3,2,168,0,0,0,0,0,0,0,none,0,7,2007,WD,Normal,12.631016799175821,0.375,250.0,9,40,12,12,12,4,0,0,8784,8784,2000,2.0,1.0,3.0,4000
306,60,RL,116.0,13474,2,0,4,4,4,Inside,3,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,4,3,CBlock,4,3,1,5,700,1,0,0,700,GasA,4,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,4,8,8,1,3,Attchd,1990.0,2,3,746,3,3,2,127,44,224,0,0,0,0,0,none,0,6,2007,WD,Normal,12.323860125621126,0.5,280.375,9,35,12,12,12,4,3,0,3500,3500,2243,2.5,1.0,3.5,2943
307,50,RM,69.0,7920,2,1,3,4,4,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0,1,0,319,319,GasA,3,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,2,6,8,0,0,none,0.0,0,0,0,0,0,0,0,144,0,0,0,0,0,3,none,0,3,2008,WD,Normal,11.402005077384885,0.5,234.33333333333334,0,42,6,9,9,2,0,0,0,0,1406,1.0,0.0,1.0,1725
308,30,RL,69.0,12342,2,0,3,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,262,1,0,599,861,GasA,5,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,3,4,8,0,0,Detchd,1961.0,1,2,539,3,3,2,158,0,0,0,0,0,0,0,none,0,3,2009,WD,Normal,11.320565693461432,0.25,215.25,9,20,9,9,9,3,0,0,1048,1048,861,1.0,0.0,1.0,1722
309,20,RL,90.0,12378,2,0,3,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,4,6,1274,1,0,622,1896,GasA,5,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,5,8,8,3,5,Attchd,2003.0,3,3,708,3,3,2,208,175,0,0,0,0,0,0,none,0,11,2006,WD,Normal,12.793862088206213,0.375,243.0,9,45,12,15,60,5,15,0,7644,7644,1944,2.0,1.0,3.0,3840
310,60,RL,69.0,7685,2,0,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,1,5,518,1,0,179,697,GasA,4,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,4,6,8,1,3,Attchd,1993.0,3,2,420,3,3,2,190,63,0,0,0,0,0,0,none,0,5,2006,WD,Normal,12.017336559562407,0.5,250.16666666666666,9,30,9,12,12,4,3,0,2590,2590,1501,2.5,0.0,2.5,2198
311,20,RL,50.0,8000,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,680,1,0,292,972,GasA,5,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,3,5,8,1,4,Detchd,1948.0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,none,0,5,2009,WD,Normal,11.790564777297387,0.4,194.4,9,36,12,9,9,3,4,0,3400,3400,972,1.0,1.0,2.0,1944
312,190,RM,65.0,7800,2,0,4,4,4,Inside,3,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,2,3,507,1,0,286,793,GasA,3,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,3,5,8,1,4,Detchd,1939.0,1,2,410,3,3,2,0,0,0,0,271,0,0,3,none,0,5,2006,WD,Normal,11.694421681264394,0.6,223.6,9,35,9,12,24,3,4,0,1521,1521,1118,1.0,1.0,2.0,1911
313,20,RL,150.0,215245,2,0,1,1,4,Inside,1,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,4,3,4,5,1236,3,820,80,2136,GasW,3,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,3,8,8,2,4,Attchd,1965.0,2,2,513,3,3,2,0,0,0,0,0,0,0,0,none,0,6,2009,WD,Normal,12.834683971615659,0.375,254.5,9,35,9,12,48,3,8,0,6180,6180,2036,2.0,2.0,4.0,4172
314,70,RM,60.0,9600,2,1,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,4,1,2,16,1,0,712,728,GasA,5,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,5,6,8,1,4,Detchd,1925.0,1,2,546,2,3,2,0,0,234,0,0,0,0,0,none,0,8,2006,WD,Normal,12.08954444723597,0.5,273.5,6,49,9,12,12,5,4,0,32,32,1641,1.5,0.5,2.0,2369
315,60,RL,71.0,7795,2,0,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,425,1,0,291,716,GasA,5,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,4,6,8,1,4,Attchd,2004.0,3,2,432,3,3,2,100,51,0,0,0,0,0,0,none,0,7,2009,WD,Normal,12.146858590895919,0.5,238.66666666666666,9,35,12,12,12,4,4,0,2550,2550,1432,2.5,1.0,3.5,2148
316,60,RL,94.0,13005,2,0,3,4,4,Corner,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,4,3,CBlock,4,3,1,6,692,1,0,153,845,GasA,3,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,5,10,8,1,3,Attchd,1983.0,2,2,484,3,3,2,288,195,0,0,0,0,0,4,none,0,8,2009,WD,Normal,12.468440756144114,0.4,235.3,9,49,12,12,12,5,3,0,4152,4152,2353,2.5,1.0,3.5,3198
317,60,FV,75.0,9000,2,0,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0,1,0,1088,1088,GasA,5,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,4,8,8,1,4,Attchd,2006.0,2,3,1025,3,3,2,208,46,0,0,0,0,0,0,none,0,12,2007,WD,Normal,12.506180941677357,0.375,244.875,9,40,12,12,36,4,4,0,0,0,1959,2.5,0.0,2.5,3047
318,60,RL,90.0,9900,2,0,4,1,4,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4,3,4,6,987,1,0,360,1347,GasA,5,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,4,9,8,1,3,Attchd,1993.0,2,3,656,3,3,2,340,60,144,0,0,0,0,0,none,0,4,2009,WD,Normal,12.468440756144114,0.4444444444444444,294.0,9,35,12,12,48,4,3,0,5922,5922,2646,2.5,1.0,3.5,3993
319,80,RL,69.0,14115,2,0,4,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,3,CBlock,4,3,3,6,1036,1,0,336,1372,GasA,3,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,3,6,8,2,3,Attchd,1980.0,1,2,588,3,3,2,233,48,0,0,0,0,0,0,none,0,6,2009,WD,Normal,12.141539457711714,0.5,245.33333333333334,9,35,9,12,36,3,6,0,6216,6216,1472,2.0,1.0,3.0,2844
320,60,RL,111.0,16259,2,0,4,4,4,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,5,4,3,1,0,1,0,1249,1249,GasA,5,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,4,9,8,0,0,Attchd,2006.0,2,3,840,3,3,2,240,154,0,0,0,0,0,0,none,0,9,2006,New,Partial,12.74444728628135,0.4444444444444444,288.44444444444446,9,45,9,20,60,4,0,0,0,0,2596,3.5,0.0,3.5,3845
321,60,RL,99.0,12099,2,0,3,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4,3,PConc,5,3,3,6,970,1,0,166,1136,GasA,5,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,4,10,8,1,4,BuiltIn,2004.0,3,3,872,3,3,2,184,154,0,0,0,0,0,0,none,0,6,2007,WD,Normal,12.777055016970678,0.4,246.8,9,40,12,15,45,4,4,0,5820,5820,2468,2.5,1.0,3.5,3604
322,60,RL,86.0,10380,2,0,3,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4,3,CBlock,3,3,4,2,28,5,1474,0,1502,GasA,5,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,4,8,8,1,3,Attchd,1987.0,3,2,576,3,3,2,201,96,0,0,0,0,0,3,none,0,8,2007,WD,Normal,12.614868865984631,0.5,341.25,9,35,12,9,36,4,3,0,56,56,2730,2.5,1.0,3.5,4232
323,20,RM,49.0,5820,2,0,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,256,1,0,906,1162,GasA,5,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,3,6,8,0,0,Attchd,1955.0,1,1,220,2,3,2,142,98,0,0,0,0,0,0,none,0,7,2006,WD,Normal,11.745433036677353,0.5,193.83333333333334,6,24,12,9,9,3,0,0,1280,1280,1163,1.0,1.0,2.0,2325
324,80,RL,96.0,11275,2,0,4,4,4,Corner,3,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,4,4,CBlock,4,3,1,1,0,1,0,710,710,GasA,5,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,4,11,8,1,4,BuiltIn,1961.0,3,2,564,3,3,2,240,0,0,0,0,0,0,0,none,0,6,2010,WD,Normal,12.396697137361691,0.45454545454545453,270.72727272727275,9,49,16,12,12,4,4,0,0,0,2978,2.5,0.0,2.5,3688
325,45,RM,50.0,5000,2,0,4,4,4,Inside,3,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,4,116,1,0,604,720,GasA,1,N,FuseF,803,0,0,803,0,0,1,0,2,1,3,5,8,0,0,Detchd,1941.0,1,2,360,3,3,2,0,0,244,0,0,0,0,0,none,0,12,2007,WD,Normal,11.373674891823535,0.4,160.6,9,30,9,9,27,3,0,0,464,464,803,1.0,0.0,1.0,1523
326,120,RL,32.0,10846,2,0,3,4,4,CulDSac,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,4,6,1619,1,0,100,1719,GasA,5,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,4,6,8,2,4,Attchd,1993.0,3,2,473,3,3,2,122,30,0,0,0,0,0,0,none,0,5,2008,Con,Normal,12.688501881189456,0.16666666666666666,286.5,9,40,12,12,48,4,8,0,9714,9714,1719,1.5,2.0,3.5,3438
327,20,RL,80.0,11600,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,3,3,CBlock,3,3,1,3,565,1,0,818,1383,GasA,3,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,3,7,8,0,0,Attchd,1960.0,2,1,292,3,3,2,0,45,0,0,0,0,0,0,none,0,4,2006,WD,Normal,11.886218559372042,0.42857142857142855,197.57142857142858,9,30,9,9,9,3,0,0,1695,1695,1383,1.5,0.0,1.5,2766
328,75,RL,69.0,11888,2,2,3,3,4,Inside,3,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,844,844,GasA,4,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,4,10,8,0,0,Detchd,1930.0,1,2,441,3,3,2,0,60,268,0,0,0,0,0,none,0,7,2009,WD,Normal,12.276069679344003,0.5,213.4,9,36,9,9,9,4,0,0,0,0,2134,2.0,0.0,2.0,2978
329,70,RM,60.0,6402,2,0,4,4,4,Corner,3,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,2,1,0,1,0,596,596,GasA,3,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,3,6,8,0,0,Detchd,1920.0,1,1,189,2,2,0,0,0,137,0,0,0,0,2,none,0,7,2009,WD,Normal,11.264476926102367,0.5,198.66666666666666,4,25,9,9,18,3,0,0,0,0,1192,1.0,0.0,1.0,1788
330,90,RL,69.0,10624,2,0,3,4,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,3,3,CBlock,3,3,1,6,40,3,264,1424,1728,GasA,3,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,3,10,8,0,0,Detchd,2002.0,1,1,352,3,3,2,155,0,0,0,0,0,0,0,none,0,11,2007,WD,Normal,11.686887175419702,0.6,172.8,9,20,9,9,9,6,0,0,240,240,1728,2.0,0.5,2.5,3456
331,20,RL,70.0,8176,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,846,1,0,210,1056,GasA,2,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,3,6,8,0,0,Attchd,1958.0,2,1,308,3,3,2,0,0,0,0,0,0,0,0,none,0,8,2007,WD,Normal,11.842236406331555,0.5,176.0,9,30,9,9,9,3,0,0,2538,2538,1056,1.0,1.0,2.0,2112
332,20,RL,85.0,10655,2,0,3,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4,3,1,6,1124,0,479,1603,3206,GasA,5,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,4,7,8,1,4,Attchd,2003.0,2,3,880,3,3,2,0,0,0,0,0,0,0,0,none,0,10,2009,WD,Normal,12.556733038263905,0.42857142857142855,232.71428571428572,9,40,12,12,12,4,4,0,6744,6744,1629,2.0,1.0,3.0,4835
333,120,RM,59.0,8198,2,0,4,4,4,FR3,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,4,3,3,6,720,1,0,638,1358,GasA,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,4,Attchd,2004.0,2,2,484,3,3,2,192,30,0,0,0,0,0,0,none,0,7,2008,WD,Normal,12.240478903153711,0.3333333333333333,226.33333333333334,9,35,12,12,36,4,4,0,4320,4320,1358,2.0,1.0,3.0,2716
334,60,RL,59.0,9042,2,0,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,4,6,828,1,0,115,943,GasA,4,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,3,7,8,2,3,Attchd,1998.0,3,2,472,3,3,2,100,38,0,0,0,0,0,0,none,0,7,2008,WD,Normal,12.165255859329688,0.42857142857142855,234.0,9,30,9,12,48,3,6,0,4968,4968,1638,2.5,1.0,3.5,2581
335,190,RL,69.0,164660,1,0,3,2,4,Corner,1,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,4,5,1249,4,147,103,1499,GasA,5,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,3,7,8,2,4,Attchd,1965.0,3,2,529,3,3,2,670,0,0,0,0,0,0,0,Shed,700,8,2008,WD,Normal,12.34126328584159,0.42857142857142855,255.14285714285714,9,30,9,9,36,3,8,0,6245,6245,1786,2.0,2.0,4.0,3285
336,20,RL,86.0,14157,2,0,3,2,4,Corner,3,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,4,3,PConc,5,3,4,6,1249,1,0,673,1922,GasA,5,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,4,8,8,1,4,Attchd,2005.0,3,3,676,3,3,2,178,51,0,0,0,0,0,0,none,0,7,2007,WD,Normal,12.841132451487937,0.375,240.25,9,45,12,15,60,4,4,0,7494,7494,1922,2.0,1.0,3.0,3844
337,20,RL,70.0,9135,2,0,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,4,3,PConc,4,3,3,6,810,1,0,726,1536,GasA,5,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,4,7,8,0,0,Attchd,2002.0,2,2,532,3,3,2,192,74,0,0,0,0,0,0,none,0,12,2008,WD,Normal,12.273735966890268,0.42857142857142855,219.42857142857142,9,35,12,12,36,4,0,0,4860,4860,1536,2.0,1.0,3.0,3072
338,20,RL,91.0,14145,2,0,4,4,4,Corner,3,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,2,5,213,1,0,995,1208,GasA,5,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,4,8,8,0,0,Attchd,1984.0,2,2,440,3,3,2,108,45,0,0,0,0,0,0,Shed,400,5,2006,WD,Normal,12.218500103788143,0.375,202.625,9,49,12,12,24,4,0,0,1065,1065,1621,2.0,1.0,3.0,2829
339,20,RL,66.0,12400,2,0,3,4,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,3,CBlock,3,2,1,3,585,1,0,630,1215,GasA,3,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,3,6,8,0,0,Attchd,1958.0,1,1,297,3,3,2,0,0,0,0,234,0,0,0,none,0,6,2009,WD,Normal,11.951186847493476,0.5,202.5,9,42,9,6,6,3,0,0,1755,1755,1215,1.0,0.0,1.0,2430
340,60,RL,85.0,14191,2,0,4,4,4,Inside,3,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,967,967,GasA,5,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,4,9,8,0,0,Attchd,2002.0,3,2,431,3,3,2,135,0,0,0,0,0,0,0,none,0,4,2010,WD,Normal,12.220473454337986,0.4444444444444444,212.0,9,40,12,12,12,4,0,0,0,0,1908,2.5,0.0,2.5,2875
341,20,RH,60.0,8400,2,0,4,4,4,Inside,3,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,2,2,CBlock,3,2,1,1,0,1,0,721,721,GasA,4,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,3,4,8,0,0,CarPort,1950.0,1,1,294,3,3,0,250,0,24,0,0,0,0,0,none,0,9,2009,WD,Normal,11.314486721293981,0.5,210.25,9,16,4,6,6,3,0,0,0,0,841,1.0,0.0,1.0,1562
342,90,RL,69.0,8544,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,0,Detchd,1949.0,1,2,400,3,3,2,0,0,0,0,0,0,0,0,none,0,5,2006,WD,Normal,11.37940550085183,0.3333333333333333,173.33333333333334,9,12,9,0,0,6,0,0,0,0,1040,2.0,0.0,2.0,1040
343,120,RL,63.0,8849,2,0,3,4,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,5,3,PConc,5,3,1,6,28,1,0,1656,1684,GasA,5,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,5,6,8,1,5,Attchd,2005.0,2,2,564,3,3,2,495,72,0,0,0,0,0,0,none,0,7,2008,WD,Normal,12.491255347155265,0.3333333333333333,280.6666666666667,9,45,15,15,15,5,5,0,168,168,1684,2.0,0.0,2.0,3368
344,160,RM,36.0,2592,2,0,4,4,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,1,3,129,4,232,175,536,GasA,3,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,3,4,8,0,0,Attchd,1976.0,1,1,336,3,3,2,182,0,0,0,0,0,0,0,none,0,4,2010,WD,Normal,11.350418300109132,0.75,278.0,9,15,9,12,12,3,0,0,387,387,1112,1.5,0.0,1.5,1648
345,50,RL,65.0,6435,2,0,4,4,4,Inside,3,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,972,972,GasA,4,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,2,6,8,1,4,Detchd,1939.0,1,1,312,3,3,2,0,0,0,0,0,0,0,0,none,0,10,2006,WD,Normal,11.850832386224807,0.5,262.8333333333333,9,30,9,9,9,2,4,0,0,0,1577,1.0,0.0,1.0,2549
346,20,RL,69.0,12772,2,0,3,4,4,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,4,498,1,0,460,958,GasA,3,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,3,5,8,0,0,Attchd,1960.0,2,1,301,3,3,2,0,0,0,0,0,0,0,0,Gar2,15500,4,2007,WD,Normal,11.928347504569842,0.4,191.6,9,48,12,9,18,3,0,0,1992,1992,958,1.0,0.0,1.0,1916
347,20,RL,69.0,17600,2,0,3,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,3,3,CBlock,3,3,1,4,1270,1,0,208,1478,GasA,5,Y,FuseA,1478,0,0,1478,1,0,2,0,3,1,3,6,8,2,4,Attchd,1960.0,1,2,498,3,3,2,0,40,0,0,0,0,0,0,none,0,12,2009,WD,Normal,11.967187086434018,0.5,246.33333333333334,9,30,9,9,9,3,8,0,5080,5080,1478,2.0,1.0,3.0,2956
